Date,Close,High,Low,Open,Volume
03-06-2014,0.448769361,0.452100614,0.442820646,0.451624725,243212000
04-06-2014,0.449245185,0.452576437,0.4473416,0.447579558,161236000
05-06-2014,0.451148778,0.452576446,0.447341608,0.449959041,188696000
06-06-2014,0.452814341,0.456859441,0.451624604,0.45329023,161052000
09-06-2014,0.453290284,0.457573343,0.449245183,0.452338505,247456000
10-06-2014,0.45566985,0.457811394,0.449721163,0.451624749,217608000
11-06-2014,0.461618423,0.46280816,0.454004084,0.454004084,266228000
12-06-2014,0.464473844,0.466615359,0.457573351,0.46161848,337148000
13-06-2014,0.464949697,0.469470715,0.460428679,0.469232756,227852000
16-06-2014,0.463521987,0.466615309,0.459476887,0.462808168,198620000
17-06-2014,0.466615409,0.468518994,0.461618529,0.463998004,157608000
18-06-2014,0.466139436,0.46828098,0.461142529,0.465425588,215536000
19-06-2014,0.455431759,0.459952749,0.452100479,0.457573275,474592000
20-06-2014,0.450434864,0.458287134,0.446865653,0.456621507,353148000
23-06-2014,0.445200056,0.445437986,0.439251342,0.444486208,414200000
24-06-2014,0.438299686,0.448055544,0.4363961,0.444486332,275780000
25-06-2014,0.442820638,0.443058597,0.435444284,0.439489385,215420000
26-06-2014,0.436871856,0.443058501,0.435444189,0.442820542,256908000
27-06-2014,0.4373478,0.439965204,0.43377856,0.436395993,302820000
30-06-2014,0.441154897,0.442344634,0.435682101,0.435682101,180512000
01-07-2014,0.446151912,0.448769346,0.439251419,0.440679115,321180000
02-07-2014,0.444486201,0.446389786,0.441868768,0.444486201,179284000
03-07-2014,0.448531419,0.449721156,0.440441188,0.440441188,136892000
07-07-2014,0.444962144,0.449483162,0.444248296,0.449245204,127496000
08-07-2014,0.441392869,0.445675928,0.43710981,0.443772343,221940000
09-07-2014,0.454717904,0.456621489,0.441868728,0.445200009,387668000
10-07-2014,0.452338368,0.454241952,0.442582515,0.446151725,266308000
11-07-2014,0.453290284,0.45471798,0.451148768,0.452814394,191188000
14-07-2014,0.459000975,0.460190712,0.453528179,0.455193805,272636000
15-07-2014,0.460904658,0.462094395,0.456621598,0.459714921,395440000
16-07-2014,0.460428685,0.466377399,0.45781128,0.462808188,319728000
17-07-2014,0.459238976,0.463997953,0.455193876,0.455193876,324832000
18-07-2014,0.43877548,0.453290285,0.438061632,0.449721073,567816000
21-07-2014,0.441392869,0.444486191,0.43710981,0.43710981,243364000
22-07-2014,0.439489245,0.447103556,0.438537467,0.444724082,298816000
23-07-2014,0.430209368,0.439965225,0.429733479,0.439727294,297352000
24-07-2014,0.430923164,0.433778527,0.427829842,0.43258879,254576000
25-07-2014,0.42330882,0.430447241,0.422594972,0.429495435,266132000
28-07-2014,0.421643198,0.425212409,0.414504775,0.425212409,330352000
29-07-2014,0.423070908,0.428781663,0.421643212,0.421881171,217972000
30-07-2014,0.430209368,0.431399106,0.424498641,0.425688379,246184000
31-07-2014,0.416408449,0.428305822,0.415694601,0.424974569,401880000
01-08-2014,0.420929402,0.423308876,0.414980688,0.416408384,219884000
04-08-2014,0.419977546,0.424022646,0.417836031,0.420453435,241724000
05-08-2014,0.420215607,0.426402252,0.415218699,0.418787911,298136000
06-08-2014,0.419739693,0.424974531,0.414266897,0.417360191,223456000
07-08-2014,0.415456682,0.427116097,0.41260129,0.423308954,407696000
08-08-2014,0.452100515,0.45447999,0.433540611,0.433540611,894348000
11-08-2014,0.449721038,0.454479987,0.448531301,0.452576402,344624000
12-08-2014,0.449721038,0.452100512,0.444724131,0.449483108,296152000
13-08-2014,0.452338368,0.456145537,0.447579421,0.450434783,256596000
14-08-2014,0.447341621,0.454004155,0.445438036,0.454004155,255992000
15-08-2014,0.453052342,0.455669747,0.444486223,0.448769283,369796000
18-08-2014,0.459238976,0.459714894,0.450434927,0.454955917,284076000
19-08-2014,0.462943494,0.465333495,0.457685471,0.459358494,248260000
20-08-2014,0.460075557,0.463421575,0.458880557,0.461270558,221468000
21-08-2014,0.455773503,0.461270509,0.455056525,0.458880509,272796000
22-08-2014,0.456012368,0.459836379,0.452427369,0.455295363,251224000
25-08-2014,0.456729442,0.461031448,0.455773425,0.457924442,153380000
26-08-2014,0.464855462,0.465811451,0.456251451,0.457924445,269636000
27-08-2014,0.459597498,0.465572499,0.458880492,0.461987499,182972000
28-08-2014,0.463421375,0.464377363,0.457207364,0.458641375,179704000
29-08-2014,0.464855462,0.465811451,0.460075434,0.465094445,207932000
02-09-2014,0.466050357,0.466050357,0.461748352,0.466050357,192636000
03-09-2014,0.47035253,0.472025525,0.465333518,0.468440525,259456000
04-09-2014,0.478717446,0.481585469,0.46939643,0.469635441,491832000
05-09-2014,0.477283627,0.480390634,0.47417662,0.478239616,253792000
08-09-2014,0.472981483,0.477761483,0.471069477,0.476805494,319288000
09-09-2014,0.467006534,0.473937553,0.46652854,0.470830546,198588000
10-09-2014,0.468679547,0.47035257,0.464377541,0.469635565,172376000
11-09-2014,0.463899493,0.467006499,0.458880481,0.465333505,250720000
12-09-2014,0.456968427,0.466767438,0.456490432,0.466767438,262536000
15-09-2014,0.450754493,0.459119494,0.448842488,0.458402489,294152000
16-09-2014,0.457446516,0.459836516,0.448125497,0.449559509,219936000
17-09-2014,0.457685441,0.461987447,0.454100441,0.456251458,173584000
18-09-2014,0.464616448,0.465094442,0.459119442,0.460553453,219604000
19-09-2014,0.456012368,0.466528384,0.455295363,0.46605039,601316000
22-09-2014,0.451471478,0.465333484,0.450993455,0.465333484,221464000
23-09-2014,0.44955942,0.454578403,0.447408403,0.449081398,196144000
24-09-2014,0.452188492,0.453622503,0.448842503,0.449320497,159592000
25-09-2014,0.442389458,0.452905477,0.44143347,0.451710477,298440000
26-09-2014,0.443345398,0.446691386,0.441911386,0.443823392,241188000
29-09-2014,0.442628473,0.445735479,0.435458472,0.439760478,208540000
30-09-2014,0.440955341,0.444062346,0.435697319,0.44071633,277204000
01-10-2014,0.436653435,0.444779424,0.435458435,0.441672447,350976000
02-10-2014,0.434741497,0.438087486,0.424703472,0.435936497,288996000
03-10-2014,0.435697347,0.443345369,0.435697347,0.437370369,239140000
06-10-2014,0.433068514,0.440955521,0.43020049,0.43737052,199032000
07-10-2014,0.428527445,0.435458462,0.42804945,0.431156456,301896000
08-10-2014,0.43641448,0.438565498,0.424703461,0.428049479,260172000
09-10-2014,0.428049535,0.434980554,0.424464534,0.434502531,306956000
10-10-2014,0.402715415,0.426137452,0.402476432,0.42470344,691376000
13-10-2014,0.401281238,0.413470244,0.400803243,0.40534423,397628000
14-10-2014,0.410602331,0.421835323,0.404388321,0.40677832,376620000
15-10-2014,0.416816473,0.418967491,0.401998476,0.404627459,404428000
16-10-2014,0.417055339,0.421835338,0.408451328,0.409407345,351116000
17-10-2014,0.416338474,0.426854493,0.414665479,0.422074492,290716000
20-10-2014,0.419923484,0.423747497,0.413470489,0.416338484,200336000
21-10-2014,0.437848479,0.438326473,0.421835454,0.423030454,351092000
22-10-2014,0.427571505,0.438565519,0.427571505,0.437131507,239512000
23-10-2014,0.437131435,0.440238441,0.43187344,0.434980446,214476000
24-10-2014,0.441672474,0.444301457,0.437131457,0.439760468,210156000
27-10-2014,0.441911399,0.443584394,0.436653405,0.441433405,145092000
28-10-2014,0.452427357,0.452905352,0.440238348,0.440716342,192580000
29-10-2014,0.44955942,0.45314442,0.445496398,0.450515409,168340000
30-10-2014,0.446691662,0.450276664,0.44095567,0.448364686,170260000
31-10-2014,0.467006534,0.467245546,0.454578509,0.45696851,256316000
03-11-2014,0.474893481,0.479434498,0.47250348,0.477761475,308732000
04-11-2014,0.481107473,0.482780468,0.470113462,0.478000468,360196000
05-11-2014,0.481107473,0.484214479,0.477522473,0.483975496,335652000
06-11-2014,0.483258486,0.483975492,0.474654446,0.482063457,394088000
07-11-2014,0.472981483,0.494491513,0.468201482,0.488755524,450800000
10-11-2014,0.478478521,0.481585527,0.471308492,0.472503492,293388000
11-11-2014,0.472742528,0.478239506,0.468679504,0.475610522,212992000
12-11-2014,0.469635397,0.47226438,0.463182375,0.47106938,204584000
13-11-2014,0.4672454,0.472025399,0.463421389,0.471308394,225328000
14-11-2014,0.472981483,0.472981483,0.463182471,0.467723488,160248000
17-11-2014,0.470830441,0.475849452,0.467723435,0.470830441,158732000
18-11-2014,0.482063532,0.483258561,0.469874518,0.471069519,207772000
19-11-2014,0.480263382,0.483863583,0.475223159,0.482423503,240300000
20-11-2014,0.488183826,0.488663872,0.475463211,0.476903292,220968000
21-11-2014,0.490823865,0.493223979,0.486743676,0.492503939,198976000
24-11-2014,0.493943989,0.496104052,0.490103795,0.492023864,136004000
25-11-2014,0.493704021,0.497304221,0.492023946,0.492983981,190240000
26-11-2014,0.502104521,0.502584567,0.490583935,0.490823986,219264000
28-11-2014,0.503304482,0.506184642,0.499224292,0.503784527,124832000
01-12-2014,0.493943989,0.504024434,0.493223949,0.501144332,190060000
02-12-2014,0.494664133,0.496824196,0.488903812,0.493464047,245952000
03-12-2014,0.507384717,0.507624712,0.495624139,0.497064219,284424000
04-12-2014,0.502824366,0.508584628,0.499464218,0.50666456,185332000
05-12-2014,0.505704463,0.50834457,0.502824303,0.503064297,165680000
08-12-2014,0.499224186,0.510024728,0.495143998,0.504984506,226944000
09-12-2014,0.497544289,0.498744375,0.488663869,0.496104208,239448000
10-12-2014,0.486503541,0.498024123,0.486023553,0.496103997,204364000
11-12-2014,0.486263752,0.492744057,0.485303717,0.489383907,135652000
12-12-2014,0.471142948,0.484103555,0.470662902,0.479783343,323964000
15-12-2014,0.469702899,0.485303674,0.468262819,0.476663221,254696000
16-12-2014,0.464422673,0.476663271,0.464182679,0.469222932,185308000
17-12-2014,0.483383626,0.484103666,0.458422412,0.473783165,345596000
18-12-2014,0.485303581,0.495144032,0.480743347,0.489383769,226156000
19-12-2014,0.490103841,0.492023909,0.484103526,0.488663761,325528000
22-12-2014,0.498744398,0.498744398,0.487943852,0.489623927,148976000
23-12-2014,0.495624304,0.504984771,0.495144258,0.502584655,109280000
24-12-2014,0.493704021,0.497544216,0.493224032,0.496824176,45644000
26-12-2014,0.494184107,0.496824216,0.492504032,0.493704061,52636000
29-12-2014,0.493464053,0.496824202,0.490343898,0.492744013,82944000
30-12-2014,0.488903791,0.492503991,0.488183751,0.490103877,112120000
31-12-2014,0.481223404,0.492263942,0.479783296,0.489623776,166300000
02-01-2015,0.483143508,0.486743709,0.475463119,0.483143508,113680000
05-01-2015,0.474983186,0.484583674,0.472823094,0.483143593,197952000
06-01-2015,0.460582435,0.47618318,0.460102418,0.475703163,197764000
07-01-2015,0.459382415,0.468022839,0.457942335,0.463942621,321808000
08-01-2015,0.476663262,0.479543422,0.464422664,0.464662687,283780000
09-01-2015,0.478583306,0.482183507,0.471862979,0.478343312,209540000
12-01-2015,0.472583026,0.480023393,0.468262814,0.47978337,190732000
13-01-2015,0.471862942,0.485783612,0.468502793,0.476183154,236720000
14-01-2015,0.473783016,0.475223096,0.465622639,0.466822696,155260000
15-01-2015,0.470422894,0.480023352,0.470182871,0.47714322,188932000
16-01-2015,0.479063421,0.479543439,0.468262875,0.469702956,181512000
20-01-2015,0.48050338,0.485063558,0.474503066,0.482423449,140308000
21-01-2015,0.487223744,0.48842383,0.474503131,0.477863308,144780000
22-01-2015,0.495624304,0.497064384,0.483143681,0.488183906,159712000
23-01-2015,0.497064263,0.498024297,0.492023982,0.496104171,120416000
26-01-2015,0.494904131,0.497304245,0.491783976,0.494904131,133240000
27-01-2015,0.471142948,0.487703755,0.470182885,0.487223709,357948000
28-01-2015,0.463462561,0.478823312,0.463222538,0.476903214,272728000
29-01-2015,0.474743158,0.477383267,0.461542498,0.463702618,235340000
30-01-2015,0.460822433,0.476903224,0.460102422,0.471382955,298200000
02-02-2015,0.470903009,0.472823107,0.454582222,0.463702664,259604000
03-02-2015,0.482663542,0.483143588,0.471863025,0.47426314,183468000
04-02-2015,0.483863622,0.489383892,0.479783404,0.481223513,181516000
05-02-2015,0.491783887,0.492023881,0.483863504,0.484343493,140448000
06-02-2015,0.489623904,0.497064301,0.487463784,0.491303979,210524000
09-02-2015,0.489143789,0.490583812,0.48362352,0.486743675,273944000
10-02-2015,0.502824366,0.50306436,0.487463591,0.489623711,226204000
11-02-2015,0.499464273,0.50402445,0.496104068,0.50402445,320832000
12-02-2015,0.535226285,0.540026517,0.524905783,0.528025939,676904000
13-02-2015,0.535466313,0.536186354,0.525865851,0.534026232,310084000
17-02-2015,0.537146032,0.539786197,0.531145775,0.534505923,203340000
18-02-2015,0.530905724,0.537386083,0.529945689,0.536425992,170948000
19-02-2015,0.532345593,0.538585899,0.52994548,0.537625865,169432000
20-02-2015,0.536186039,0.536426034,0.528025662,0.531865857,157752000
23-02-2015,0.531866014,0.535946204,0.529225847,0.535946204,125008000
24-02-2015,0.537527919,0.537527919,0.5290952,0.533913913,149356000
25-02-2015,0.533432007,0.537768883,0.53102265,0.535359469,123820000
26-02-2015,0.534877658,0.538009827,0.530540782,0.533913927,152864000
27-02-2015,0.531504452,0.534636621,0.529576933,0.533431914,157492000
02-03-2015,0.544515014,0.547406264,0.529336064,0.530058877,301512000
03-03-2015,0.534395456,0.543069146,0.532708913,0.540418873,160344000
04-03-2015,0.540419221,0.541623871,0.5302999,0.532468338,226840000
05-03-2015,0.550779283,0.551743014,0.538973422,0.540419047,323056000
06-03-2015,0.543310225,0.550297316,0.542828331,0.547647042,257392000
09-03-2015,0.544755876,0.548851833,0.54234652,0.543551227,222388000
10-03-2015,0.55415231,0.557766372,0.546201431,0.547165161,527212000
11-03-2015,0.551261246,0.561380508,0.549815621,0.554152439,262120000
12-03-2015,0.546201587,0.550056568,0.535841349,0.545960668,406972000
13-03-2015,0.546924472,0.548370097,0.536082338,0.543551384,359288000
16-03-2015,0.553429782,0.556802928,0.547647337,0.551261401,236956000
17-03-2015,0.560176075,0.560416993,0.548370207,0.55222519,299900000
18-03-2015,0.551020384,0.563067167,0.545960752,0.560175974,413844000
19-03-2015,0.55945307,0.561380532,0.548851914,0.552947814,310756000
20-03-2015,0.56547612,0.568849262,0.558729949,0.564030552,462084000
23-03-2015,0.547165155,0.555838847,0.546924237,0.54861078,426012000
24-03-2015,0.539696395,0.549333822,0.537287039,0.54547884,330480000
25-03-2015,0.506929159,0.539455504,0.505242558,0.539455504,542552000
26-03-2015,0.505242467,0.507410905,0.492954767,0.49656883,311920000
27-03-2015,0.515120685,0.517048146,0.49994174,0.508133537,318288000
30-03-2015,0.517289281,0.519939555,0.510783968,0.517530199,253252000
31-03-2015,0.504278541,0.516325317,0.503796704,0.515843481,357276000
01-04-2015,0.506206095,0.507892638,0.497532404,0.506206095,330768000
02-04-2015,0.507410765,0.510542933,0.503073948,0.509097308,192204000
06-04-2015,0.522107899,0.523794442,0.499941803,0.505242352,515864000
07-04-2015,0.526685953,0.532468398,0.519216906,0.522108158,413964000
08-04-2015,0.530540586,0.532468104,0.52210787,0.527167499,366432000
09-04-2015,0.542828441,0.544514984,0.526203867,0.526444785,379432000
10-04-2015,0.548370242,0.548611161,0.541383089,0.543310609,258728000
13-04-2015,0.543310225,0.550297316,0.540900812,0.547165148,236724000
14-04-2015,0.53873235,0.543310142,0.533431745,0.541141705,220276000
15-04-2015,0.545237899,0.549333799,0.537527935,0.540178267,243560000
16-04-2015,0.541864991,0.546683706,0.538010008,0.54210591,155284000
17-04-2015,0.534877658,0.540178265,0.530299863,0.530540782,293636000
20-04-2015,0.532227337,0.540660056,0.531263549,0.537286968,231624000
21-04-2015,0.531504452,0.53873252,0.52885412,0.53873252,230456000
22-04-2015,0.537527919,0.538250731,0.526444868,0.534636726,207420000
23-04-2015,0.535359323,0.54041901,0.521626001,0.527649419,259380000
24-04-2015,0.530781686,0.535359423,0.524758267,0.535118504,240960000
27-04-2015,0.534877658,0.544274165,0.527890507,0.532468301,248456000
28-04-2015,0.537527919,0.539455438,0.528854224,0.533913913,234484000
29-04-2015,0.533432007,0.538973532,0.531263569,0.533672925,195156000
30-04-2015,0.534877658,0.537527933,0.529577051,0.530781758,218844000
01-05-2015,0.548129022,0.549815566,0.536804998,0.539214353,256968000
04-05-2015,0.544755876,0.551261189,0.543069333,0.547647126,200720000
05-05-2015,0.530781686,0.54355128,0.52837233,0.542828467,292928000
06-05-2015,0.532468379,0.538732718,0.525481226,0.533673028,316484000
07-05-2015,0.541864991,0.543551536,0.528613497,0.530300042,534564000
08-05-2015,0.501869202,0.526203732,0.493677405,0.506206076,1146552000
11-05-2015,0.497050762,0.502110452,0.491027399,0.494882324,544144000
12-05-2015,0.501869202,0.5059651,0.493195511,0.493436486,388800000
13-05-2015,0.504760683,0.509338477,0.49994197,0.505483495,308524000
14-05-2015,0.512952328,0.515602659,0.505001448,0.506206154,293052000
15-05-2015,0.513193429,0.517530247,0.510061259,0.515120891,215824000
18-05-2015,0.512470484,0.515602652,0.509579234,0.51198859,324972000
19-05-2015,0.509275377,0.514842551,0.508307127,0.513148143,253808000
20-05-2015,0.509275377,0.515568709,0.508791252,0.50951741,196824000
21-05-2015,0.505644619,0.511695919,0.505160495,0.509517444,239692000
22-05-2015,0.504918575,0.508791401,0.50370835,0.506855017,212592000
26-05-2015,0.501771867,0.505886726,0.497899042,0.502498026,259732000
27-05-2015,0.528639436,0.531059944,0.503466107,0.505160457,432332000
28-05-2015,0.535901189,0.537595539,0.52767147,0.528639662,327656000
29-05-2015,0.535659254,0.539289989,0.534933095,0.535901287,335168000
01-06-2015,0.541710258,0.547035399,0.535659016,0.539047716,372660000
02-06-2015,0.53106004,0.541226198,0.530575915,0.538321565,224304000
03-06-2015,0.525250793,0.536627175,0.524282543,0.532512317,250788000
04-06-2015,0.534690917,0.536385267,0.522104248,0.522104248,323712000
05-06-2015,0.538805783,0.541226292,0.52742934,0.532996516,313320000
08-06-2015,0.526461244,0.540742265,0.520409999,0.53711153,342812000
09-06-2015,0.529124081,0.532996851,0.525977412,0.526945605,256888000
10-06-2015,0.519683659,0.526219026,0.516779026,0.522830326,529460000
11-06-2015,0.525250793,0.528881526,0.519683618,0.519683618,283052000
12-06-2015,0.510969758,0.525008682,0.509759475,0.521862016,323728000
15-06-2015,0.510001659,0.512422168,0.504434484,0.508307251,306548000
16-06-2015,0.516295016,0.517021174,0.503950438,0.509033489,256892000
17-06-2015,0.522346318,0.525250952,0.514842757,0.516052983,233544000
18-06-2015,0.53106004,0.53444874,0.525250831,0.526703148,299404000
19-06-2015,0.52936542,0.535416659,0.524524406,0.53105977,355656000
22-06-2015,0.527187169,0.533238468,0.519199486,0.530333835,514236000
23-06-2015,0.513632417,0.532270327,0.509517558,0.528155469,414064000
24-06-2015,0.508549273,0.515568764,0.506128765,0.512906165,253368000
25-06-2015,0.512421966,0.515568631,0.508549142,0.508549142,350460000
26-06-2015,0.502013981,0.508791441,0.499835564,0.508307316,421296000
29-06-2015,0.487006724,0.501287739,0.486280566,0.496204632,391724000
30-06-2015,0.486764729,0.492089871,0.483376028,0.489911396,315916000
01-07-2015,0.493784249,0.505886793,0.489427356,0.498867358,302892000
02-07-2015,0.494268328,0.497414995,0.491121661,0.49354217,145764000
06-07-2015,0.488217026,0.496930868,0.484586292,0.490153467,214776000
07-07-2015,0.479019165,0.487248913,0.463769953,0.485312529,594252000
08-07-2015,0.475630403,0.479261165,0.471757577,0.476356561,332492000
09-07-2015,0.469821095,0.485312394,0.466916491,0.48313392,357588000
10-07-2015,0.478050858,0.482407779,0.474662129,0.475872383,216708000
13-07-2015,0.481197596,0.483860138,0.478050929,0.482891946,212472000
14-07-2015,0.481439561,0.482407781,0.475146256,0.481923685,249216000
15-07-2015,0.478050858,0.48337597,0.473693937,0.480229304,265732000
16-07-2015,0.488701135,0.488701135,0.479261135,0.480955485,282848000
17-07-2015,0.485796511,0.487490861,0.479503178,0.487006794,220372000
20-07-2015,0.476840705,0.487733023,0.47563045,0.485796582,188412000
21-07-2015,0.479019165,0.485796596,0.475872498,0.475872498,149720000
22-07-2015,0.469821095,0.475630333,0.464011887,0.475630333,356472000
23-07-2015,0.475630403,0.482649866,0.469821165,0.470789385,169916000
24-07-2015,0.47006318,0.479503151,0.468126767,0.479019055,188844000
27-07-2015,0.46740061,0.472725723,0.462075498,0.465948294,192420000
28-07-2015,0.477566749,0.480713387,0.463769829,0.468610845,198308000
29-07-2015,0.483376145,0.487248972,0.474662301,0.476598714,232680000
30-07-2015,0.484586298,0.489427316,0.482165761,0.482165761,190180000
31-07-2015,0.482891917,0.486764714,0.479987313,0.48652268,218340000
03-08-2015,0.491121739,0.491605806,0.480471483,0.486764788,397132000
04-08-2015,0.493058056,0.494510372,0.48749088,0.489427322,260100000
05-08-2015,0.49814114,0.505644699,0.49717289,0.505160574,234628000
06-08-2015,0.494994521,0.500561697,0.486764745,0.496930905,655676000
07-08-2015,0.556233406,0.565673349,0.529607755,0.543646739,1405248000
10-08-2015,0.575597465,0.579712324,0.548971814,0.552360572,662304000
11-08-2015,0.57269299,0.578260167,0.567125814,0.567125814,435008000
12-08-2015,0.574145257,0.578260117,0.56349503,0.56349503,384048000
13-08-2015,0.569304168,0.576081627,0.567851852,0.574871344,276884000
14-08-2015,0.569788337,0.573177038,0.565431386,0.568820087,214652000
17-08-2015,0.566157579,0.568820122,0.559138086,0.568820122,273880000
18-08-2015,0.5610044,0.568296478,0.556629119,0.564407358,287084000
19-08-2015,0.558816969,0.566595212,0.552740207,0.560275397,249248000
20-08-2015,0.538642108,0.555170798,0.535968306,0.552497053,426932000
21-08-2015,0.521870196,0.543746428,0.521384034,0.534752872,382664000
24-08-2015,0.503397107,0.530620896,0.486139143,0.49270201,682284000
25-08-2015,0.492945015,0.527460878,0.492945015,0.525516288,622684000
26-08-2015,0.530134678,0.53062084,0.505098533,0.508987653,614976000
27-08-2015,0.550066352,0.550309404,0.532565339,0.535725246,463764000
28-08-2015,0.55249691,0.555899868,0.546177098,0.550066218,320944000
31-08-2015,0.546420395,0.553712534,0.544232812,0.549823413,219352000
01-09-2015,0.524057806,0.539614285,0.520168744,0.530620728,353408000
02-09-2015,0.539857447,0.540100499,0.529405461,0.53839902,344044000
03-09-2015,0.541315973,0.550552643,0.540343707,0.54787884,262556000
04-09-2015,0.528676331,0.540586747,0.528433279,0.53207929,287972000
08-09-2015,0.551281393,0.553469033,0.539371043,0.541558625,238448000
09-09-2015,0.540343404,0.557601301,0.539128029,0.552983026,289392000
10-09-2015,0.548851073,0.555657049,0.534753074,0.537183768,357076000
11-09-2015,0.550552547,0.554198558,0.540586665,0.542774306,301584000
14-09-2015,0.55152458,0.554927537,0.548607726,0.553226058,192460000
15-09-2015,0.557601511,0.560518366,0.55006638,0.55176786,327976000
16-09-2015,0.561490595,0.564650502,0.552497037,0.556629209,173508000
17-09-2015,0.566594958,0.576317728,0.565379583,0.571213233,268712000
18-09-2015,0.566108942,0.570970328,0.555413904,0.558816863,326412000
21-09-2015,0.571942627,0.573158003,0.563921334,0.566838189,281840000
22-09-2015,0.556386054,0.563435079,0.553469199,0.55954596,228356000
23-09-2015,0.559059799,0.562462757,0.554684575,0.556872158,161632000
24-09-2015,0.569754899,0.575588549,0.546906342,0.555656847,382440000
25-09-2015,0.57388711,0.585068308,0.568296511,0.576803906,369692000
28-09-2015,0.566351891,0.577533088,0.562705881,0.573887078,395584000
